slice_kind,slice,threshold,dispersion_weight,entropy_weight,is_reference,n,n_positive,auroc,auroc_undefined,ci_low,ci_high,delta_vs_reference,delta_ci_low,delta_ci_high,n_defined_draws,ci_cluster_field,n_clusters
model,qwen3.8-27b,0.5,0.5,0.5,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.5,1.0,0.0,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.7,0.0,1.0,False,2880,720,0.5,False,0.5,0.5,-0.1962737911522634,-0.22511283114711936,-0.1681000434027778,1000,seed_id,360
model,qwen3.8-27b,0.7,0.1,0.9,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.7,0.2,0.8,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.7,0.3,0.7,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.7,0.5,0.5,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.7,1.0,0.0,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.5-9b,0.1,0.0,1.0,False,2880,708,0.5016888025304076,False,0.49817246584168723,0.5063016789065841,-0.20804460467584351,-0.23262420328336378,-0.18502439608697893,1000,seed_id,360
model,qwen3.5-9b,0.1,0.1,0.9,False,2880,708,0.709732756916482,False,0.687177933714348,0.7342926560010592,-6.502897691440523e-07,-5.8977719528119366e-06,0.0,1000,seed_id,360
model,qwen3.5-9b,0.1,0.2,0.8,False,2880,708,0.709732756916482,False,0.687177933714348,0.7342926560010592,-6.502897691440523e-07,-5.8977719528119366e-06,0.0,1000,seed_id,360
model,qwen3.5-9b,0.1,0.3,0.7,False,2880,708,0.709732756916482,False,0.687177933714348,0.7342926560010592,-6.502897691440523e-07,-5.8977719528119366e-06,0.0,1000,seed_id,360
model,qwen3.5-9b,0.1,0.5,0.5,False,2880,708,0.709732756916482,False,0.687177933714348,0.7342926560010592,-6.502897691440523e-07,-5.8977719528119366e-06,0.0,1000,seed_id,360
model,qwen3.5-9b,0.1,1.0,0.0,False,2880,708,0.709732756916482,False,0.687177933714348,0.7342926560010592,-6.502897691440523e-07,-5.8977719528119366e-06,0.0,1000,seed_id,360
model,qwen3.5-9b,0.2,0.0,1.0,False,2880,708,0.5,False,0.5,0.5,-0.2097334072062511,-0.23429272084521602,-0.18717863828930628,1000,seed_id,360
