model,item_context,stratum,run_id,n,n_text_readable,label_accuracy,strict_text_strengthening,strict_text_strengthening_ci_low,strict_text_strengthening_ci_high,strict_text_strengthening_seed_ci_low,strict_text_strengthening_seed_ci_high,broad_text_strengthening,broad_text_strengthening_ci_low,broad_text_strengthening_ci_high,broad_text_strengthening_seed_ci_low,broad_text_strengthening_seed_ci_high,bootstrap_ci_cluster_field,weak_strict_text_strengthening_90,estimate_cohort,n_failed_items,n_unclassified_items
qwen3.8-27b,document,weak_intent,full-20260912-083615-ffd81237,180,180,0.7166666666666667,0.9888888888888889,0.9722222222222222,1.0,0.9722222222222222,1.0,0.9944444444444445,0.9833333333333333,1.0,0.9833333333333333,1.0,item_id,0.9777777777777777,full_arm_descriptive,0,0
qwen3.8-27b,bare,marker_M,full-20260912-083204-af155f9f,620,620,0.9774193548387097,0.25,0.21774193548387097,0.2870967741935484,0.25,0.25,0.25,0.21774193548387097,0.2870967741935484,0.25,0.25,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,document,marker_M,full-20260912-083615-ffd81237,620,620,0.9290322580645162,0.2467741935483871,0.2129032258064516,0.2806451612903226,0.24193548387096775,0.25,0.24838709677419354,0.21451612903225806,0.28225806451612906,0.24516129032258063,0.25,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,bare,marker_O,full-20260912-083204-af155f9f,100,100,0.97,0.25,0.17,0.34,0.25,0.25,0.25,0.17,0.34,0.25,0.25,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,document,marker_O,full-20260912-083615-ffd81237,100,100,0.93,0.25,0.17,0.34,0.25,0.25,0.25,0.17,0.34,0.25,0.25,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,bare,modality_mandatory,full-20260912-083204-af155f9f,180,180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,document,modality_mandatory,full-20260912-083615-ffd81237,180,180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,bare,modality_recommended,full-20260912-083204-af155f9f,180,180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,document,modality_recommended,full-20260912-083615-ffd81237,180,180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,bare,modality_optional,full-20260912-083204-af155f9f,180,180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,document,modality_optional,full-20260912-083615-ffd81237,180,180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,bare,modality_nice_to_have,full-20260912-083204-af155f9f,180,180,0.9055555555555556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,document,modality_nice_to_have,full-20260912-083615-ffd81237,180,180,0.7166666666666667,0.9888888888888889,0.9722222222222222,1.0,0.9722222222222222,1.0,0.9944444444444445,0.9833333333333333,1.0,0.9833333333333333,1.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,bare,marker_M/modality_mandatory,full-20260912-083204-af155f9f,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,document,marker_M/modality_mandatory,full-20260912-083615-ffd81237,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,bare,marker_M/modality_recommended,full-20260912-083204-af155f9f,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,document,marker_M/modality_recommended,full-20260912-083615-ffd81237,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,bare,marker_M/modality_optional,full-20260912-083204-af155f9f,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,document,marker_M/modality_optional,full-20260912-083615-ffd81237,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,bare,marker_M/modality_nice_to_have,full-20260912-083204-af155f9f,155,155,0.9096774193548387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,document,marker_M/modality_nice_to_have,full-20260912-083615-ffd81237,155,155,0.7161290322580646,0.9870967741935484,0.967741935483871,1.0,0.967741935483871,1.0,0.9935483870967742,0.9806451612903225,1.0,0.9806451612903225,1.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,bare,marker_O/modality_mandatory,full-20260912-083204-af155f9f,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,document,marker_O/modality_mandatory,full-20260912-083615-ffd81237,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,bare,marker_O/modality_recommended,full-20260912-083204-af155f9f,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,document,marker_O/modality_recommended,full-20260912-083615-ffd81237,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,bare,marker_O/modality_optional,full-20260912-083204-af155f9f,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,document,marker_O/modality_optional,full-20260912-083615-ffd81237,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,bare,marker_O/modality_nice_to_have,full-20260912-083204-af155f9f,25,25,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,document,marker_O/modality_nice_to_have,full-20260912-083615-ffd81237,25,25,0.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
