model,dataset,variant,source_modality,n_items,n_valid,n_parse_failures,n_text_unclassified,broad_strengthening_n,broad_strengthening_denominator,broad_strengthening_rate,broad_strengthening_ci_low,broad_strengthening_ci_high,broad_strengthening_seed_ci_low,broad_strengthening_seed_ci_high,strict_strengthening_n,strict_strengthening_denominator,strict_strengthening_rate,strict_strengthening_ci_low,strict_strengthening_ci_high,strict_strengthening_seed_ci_low,strict_strengthening_seed_ci_high,strengthening_ci_cluster_field,strict_high_conf_share_90,agreement_n_complete,agreement_n_incomplete_excluded,requirement_word_count_n,mean_requirement_word_count
qwen3.5-9b,nice,must,recommended,180,180,0,0,29,180,0.16111111111111112,0.1111111111111111,0.21124999999999988,0.1111111111111111,0.21124999999999988,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.03888888888889
qwen3.5-9b,nice,must,optional,180,180,0,0,4,180,0.022222222222222223,0.005555555555555556,0.044444444444444446,0.005555555555555556,0.044444444444444446,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.177777777777777
qwen3.5-9b,nice,must,nice_to_have,180,180,0,0,180,180,1.0,1.0,1.0,1.0,1.0,177,180,0.9833333333333333,0.9611111111111111,1.0,0.9611111111111111,1.0,item_id,1.0,177,0,180,14.13888888888889
qwen3.6-27b,nice,must,mandatory,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.2
qwen3.6-27b,nice,must,recommended,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.2
qwen3.6-27b,nice,must,optional,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.2
qwen3.6-27b,nice,must,nice_to_have,180,180,0,0,180,180,1.0,1.0,1.0,1.0,1.0,180,180,1.0,1.0,1.0,1.0,1.0,item_id,1.0,180,0,180,14.188888888888888
qwen3.8-27b,nice,must,mandatory,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.2
qwen3.8-27b,nice,must,recommended,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.2
qwen3.8-27b,nice,must,optional,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.2
qwen3.8-27b,nice,must,nice_to_have,180,180,0,0,180,180,1.0,1.0,1.0,1.0,1.0,180,180,1.0,1.0,1.0,1.0,1.0,item_id,1.0,180,0,180,14.144444444444444
